customer_id,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status
c0226,74,west,consumer,2024-12-09,47.2,48.0,web,active
c0227,69,west,consumer,2025-05-01,62.2,67.9,app,active
c0228,43,north,sme,2025-11-02,51.0,58.1,app,active
c0229,52,central,consumer,2025-05-31,23.4,73.7,web,active
c0230,70,airport,consumer,2024-09-27,62.2,59.9,web,active
c0231,28,central,sme,2025-02-13,69.4,18.9,app,active
c0232,45,south,sme,2025-02-07,27.7,70.8,app,active
c0233,75,airport,consumer,2024-11-07,58.2,48.8,partner api,active
c0234,71,north,consumer,2024-03-27,54.1,74.6,app,active
c0235,35,airport,enterprise,2024-06-07,43.7,60.0,phone,active
c0236,25,central,sme,2025-09-02,57.0,84.9,app,active
c0237,40,south,consumer,2024-11-29,30.0,51.8,web,active
c0238,56,west,consumer,2024-06-02,65.0,18.7,app,active
c0239,65,central,sme,2025-09-25,80.0,51.7,app,suspended
c0240,78,south,sme,2024-02-14,40.8,67.6,web,active
c0241,45,airport,consumer,2025-06-09,60.0,51.3,app,active
c0242,21,east,consumer,2025-12-18,83.8,48.9,web,active
c0243,31,riverside,consumer,2025-06-20,63.0,85.8,phone,suspended
c0244,27,airport,consumer,2024-01-17,52.7,54.9,phone,active
c0245,43,north,consumer,2025-12-29,46.4,77.8,app,active
c0246,32,central,consumer,2025-10-20,63.8,60.6,phone,active
c0247,31,east,consumer,2024-02-01,58.9,30.3,web,active
c0248,59,central,consumer,2025-10-14,71.1,39.9,app,active
c0249,26,west,consumer,2025-01-20,36.7,51.8,phone,dormant
c0251,56,riverside,consumer,2025-10-03,54.5,42.4,app,active
c0252,38,north,consumer,2024-09-07,71.3,30.9,app,active
c0253,48,west,consumer,2024-01-04,49.4,38.5,app,active
c0255,38,north,consumer,2025-05-30,51.9,40.9,phone,active
c0256,58,central,sme,2025-11-06,45.7,46.7,phone,active
c0257,34,west,consumer,2025-04-30,55.0,93.1,app,active
c0258,50,riverside,consumer,2024-03-17,71.4,63.1,partner api,active
c0259,43,central,consumer,2024-07-29,78.3,42.2,app,dormant
c0260,21,east,consumer,2025-10-27,64.3,57.5,app,active
c0261,39,riverside,consumer,2025-01-26,52.4,87.7,web,active
c0262,23,north,consumer,2025-12-01,53.8,70.0,app,active
c0264,51,central,consumer,2025-10-20,79.2,32.0,app,active
c0265,26,east,consumer,2025-09-06,55.8,25.4,app,active
c0266,47,east,consumer,2024-09-17,59.0,51.2,app,active
c0267,31,riverside,consumer,2025-12-10,49.0,55.7,web,active
c0268,65,east,enterprise,2025-08-04,64.3,26.8,app,active
c0269,74,riverside,enterprise,2025-05-08,76.3,32.3,app,active
c0270,64,central,sme,2024-10-02,14.5,56.9,phone,suspended
c0271,66,east,consumer,2025-12-09,65.1,15.5,web,active
c0272,57,north,consumer,2025-05-16,52.2,24.9,app,active
c0273,61,south,consumer,2025-06-12,23.8,56.7,app,active
c0274,66,riverside,sme,2025-04-22,66.0,68.3,phone,active
c0275,56,east,consumer,2024-05-01,59.6,63.7,app,active
c0276,47,south,consumer,2024-11-15,66.9,76.6,app,active
c0277,51,south,consumer,2025-04-29,39.1,87.6,app,dormant
c0279,75,south,consumer,2025-06-02,62.8,52.6,web,active
c0280,58,airport,sme,2025-01-31,55.5,98.2,phone,active
c0281,74,north,consumer,2024-08-03,85.4,89.7,phone,active
c0282,29,riverside,consumer,2024-04-02,71.4,75.6,web,active
c0283,19,west,sme,2025-06-20,74.3,42.3,app,active
c0284,39,north,consumer,2024-05-15,79.6,65.4,app,active
c0285,45,riverside,consumer,2025-10-08,27.9,18.0,phone,active
c0286,59,east,consumer,2024-04-25,87.7,51.5,web,active
c0287,46,central,consumer,2024-08-24,55.4,10.5,web,active
c0288,51,west,consumer,2025-05-12,65.6,49.8,phone,active
c0289,19,north,sme,2024-06-11,75.8,77.3,app,active
c0290,30,north,consumer,2025-11-28,49.6,58.2,phone,dormant
c0291,43,north,enterprise,2024-11-05,66.1,88.6,web,active
c0292,24,south,consumer,2025-03-02,73.2,57.9,app,active
c0293,65,north,consumer,2024-11-19,60.3,59.8,web,active
c0294,53,north,consumer,2024-12-05,68.9,52.2,app,active
c0295,77,riverside,consumer,2024-12-12,35.3,68.0,app,active
c0296,28,north,enterprise,2024-07-19,41.9,57.3,phone,active
c0297,72,west,consumer,2024-10-23,42.6,80.8,partner api,active
c0298,63,north,consumer,2024-03-07,66.9,88.6,app,dormant
c0299,43,south,consumer,2025-08-26,99.0,65.1,app,active
c0300,37,central,consumer,2025-03-14,65.2,36.6,app,active
c0301,40,riverside,sme,2024-02-19,58.6,68.6,phone,dormant
c0302,35,west,consumer,2024-02-22,60.0,83.8,app,active
c0303,66,north,consumer,2025-10-12,76.7,70.4,web,active
c0304,56,riverside,consumer,2024-09-29,72.4,63.6,phone,active
c0305,72,north,consumer,2024-11-19,42.7,75.9,app,active
c0306,47,east,sme,2025-01-17,77.3,83.1,phone,active
c0307,77,west,consumer,2024-01-30,60.6,8.4,app,active
c0308,50,riverside,consumer,2025-07-21,74.1,87.0,web,active
c0309,78,airport,sme,2024-03-23,29.0,72.8,app,active
c0310,24,central,sme,2025-02-24,36.1,67.3,app,active
c0311,75,east,consumer,2024-05-21,70.5,47.5,web,active
c0312,78,airport,enterprise,2024-10-20,32.2,62.4,app,active
c0313,34,airport,consumer,2025-07-17,67.2,69.7,phone,active
c0314,74,riverside,sme,2025-04-28,66.4,29.9,phone,active
c0315,31,central,sme,2024-10-15,63.3,72.3,app,active
c0316,32,north,consumer,2025-10-30,66.7,59.5,app,active
c0317,19,south,consumer,2025-11-02,65.2,86.0,app,dormant
c0318,48,west,consumer,2025-05-09,68.2,71.0,app,dormant
c0319,35,west,sme,2025-02-07,54.5,54.8,web,dormant
c0320,52,airport,consumer,2025-10-20,60.6,59.2,app,active
c0321,51,south,consumer,2024-07-31,99.0,70.3,partner api,active
c0322,77,central,consumer,2025-05-24,79.2,60.9,app,active
c0323,69,east,consumer,2025-04-08,70.8,68.6,app,active
c0324,18,airport,sme,2025-04-05,67.3,44.6,app,active
c0325,37,south,consumer,2025-07-14,49.4,34.4,app,active
c0327,46,north,consumer,2025-07-23,57.0,31.0,app,suspended
c0328,23,south,consumer,2024-09-01,76.1,43.4,phone,suspended
c0329,38,riverside,consumer,2025-08-06,46.4,64.9,phone,active
c0330,37,east,sme,2024-01-21,23.2,27.1,app,active
c0331,58,riverside,consumer,2025-02-26,52.0,34.8,app,active
c0332,19,west,consumer,2025-06-20,72.1,72.1,phone,active
c0333,76,north,consumer,2024-10-03,99.0,48.1,phone,active
c0335,33,north,sme,2025-08-11,45.3,34.6,app,active
c0337,71,north,consumer,2025-10-06,45.8,52.4,web,active
c0338,35,central,consumer,2024-10-04,58.0,89.2,app,dormant
c0339,27,south,consumer,2025-02-13,46.6,66.6,app,active
c0340,43,east,consumer,2025-03-18,34.7,26.3,app,active
c0341,51,riverside,consumer,2024-01-23,68.1,66.7,phone,dormant
c0342,20,west,consumer,2025-03-11,64.1,75.7,app,active
c0343,75,central,consumer,2025-04-29,58.3,71.3,web,active
c0344,56,central,consumer,2024-01-01,66.5,34.9,app,active
c0345,18,north,consumer,2025-06-24,93.5,56.9,web,active
c0346,46,airport,consumer,2024-09-11,62.9,98.5,app,dormant
c0347,18,riverside,enterprise,2024-06-07,54.9,40.4,web,dormant
c0348,26,north,consumer,2025-11-29,74.9,64.5,app,active
c0349,24,west,enterprise,2025-12-18,34.7,43.9,phone,active
c0350,46,south,consumer,2025-04-13,73.1,34.0,partner api,active
c0351,66,central,enterprise,2024-02-10,48.6,49.9,app,active
c0352,46,north,consumer,2024-05-08,47.9,77.7,app,active
c0353,50,west,consumer,2024-02-08,62.8,80.2,phone,dormant
c0354,35,airport,consumer,2024-11-07,87.8,41.4,app,active
c0355,39,central,consumer,2024-09-14,49.1,49.2,app,active
c0356,51,north,consumer,2025-03-23,76.2,41.3,web,active
c0357,25,airport,consumer,2024-04-24,67.0,18.7,app,active
c0358,22,south,consumer,2024-11-03,38.7,69.7,web,active
c0359,23,airport,consumer,2024-07-15,75.7,87.8,app,active
c0360,78,west,consumer,2024-08-16,47.8,86.7,phone,active
c0362,55,central,consumer,2025-04-16,48.3,83.4,app,active
c0363,48,airport,sme,2025-10-22,49.4,78.9,web,active
c0364,67,central,consumer,2025-06-22,70.5,51.8,partner api,active
c0365,47,riverside,consumer,2024-09-09,49.3,58.1,app,suspended
c0367,51,south,sme,2024-02-26,64.5,62.8,phone,active
c0368,23,north,consumer,2025-05-25,49.5,92.7,phone,active
c0369,42,west,consumer,2025-03-06,47.6,40.7,app,active
c0370,18,east,enterprise,2024-08-21,64.6,35.6,app,active
c0371,57,east,consumer,2025-01-14,28.5,74.9,app,active
c0372,34,west,consumer,2024-02-04,26.2,59.4,phone,active
c0373,34,south,consumer,2025-03-06,46.8,22.4,app,active
c0374,74,north,sme,2025-02-09,71.1,39.1,app,active
c0375,30,west,consumer,2024-10-26,63.9,42.6,app,active
c0376,40,south,sme,2025-05-31,61.3,46.8,phone,active
c0377,21,west,consumer,2025-05-22,57.6,64.5,phone,active
c0378,38,riverside,consumer,2024-07-17,26.2,77.3,app,active
c0379,22,south,consumer,2024-08-14,55.8,55.3,web,active
c0380,24,central,sme,2024-10-29,32.6,61.2,web,active
c0381,55,central,consumer,2025-05-22,74.4,44.3,app,active
c0382,32,south,consumer,2024-08-16,60.9,77.8,app,active
c0383,70,west,consumer,2025-11-12,59.6,84.0,app,active
c0384,24,riverside,consumer,2024-05-29,67.4,53.4,web,active
c0385,25,east,consumer,2024-08-06,66.2,44.4,app,dormant
c0386,24,central,consumer,2024-05-25,64.7,97.8,app,active
c0387,65,airport,consumer,2025-12-27,66.6,76.1,app,active
c0388,55,east,consumer,2025-02-06,51.6,41.5,app,active
c0389,70,riverside,consumer,2025-12-30,39.6,26.3,app,active
c0390,51,central,consumer,2024-04-25,66.5,52.9,app,active
c0391,64,west,consumer,2024-06-18,84.1,81.3,app,active
c0392,29,central,consumer,2024-07-08,77.2,48.2,web,active
c0393,42,east,consumer,2025-06-21,57.6,53.8,app,active
c0394,66,central,consumer,2024-02-02,70.8,49.2,web,active
c0395,76,south,sme,2025-01-22,54.0,70.9,app,active
c0396,76,riverside,consumer,2025-03-29,67.2,85.0,app,active
c0397,33,west,consumer,2024-01-03,51.3,34.6,web,suspended
c0398,63,south,sme,2024-03-23,63.2,53.1,app,active
c0399,61,east,sme,2024-05-06,93.0,54.8,phone,active
c0400,33,riverside,consumer,2024-07-31,73.4,46.7,partner api,active
c0401,33,airport,consumer,2024-11-12,85.0,35.8,app,active
c0402,71,west,consumer,2024-02-20,48.6,74.2,app,active
c0403,19,east,consumer,2024-07-19,50.0,61.5,web,active
c0405,51,riverside,consumer,2025-01-07,69.9,87.4,app,active
c0406,75,north,consumer,2025-04-30,57.7,51.7,app,active
c0407,47,riverside,consumer,2025-02-24,77.2,68.9,app,active
c0408,44,airport,consumer,2025-10-02,52.2,51.0,web,active
c0409,45,south,consumer,2025-01-19,82.8,56.9,web,dormant
c0410,65,east,sme,2024-03-05,76.5,65.0,app,active
c0411,64,west,consumer,2024-07-18,43.1,55.5,partner api,active
c0412,70,airport,consumer,2025-09-12,70.3,29.9,app,active
c0413,32,riverside,consumer,2024-10-05,57.4,87.3,app,active
c0414,21,riverside,sme,2024-02-14,77.3,61.5,web,active
c0415,45,south,consumer,2025-12-07,52.4,36.9,app,active
c0416,34,south,consumer,2024-10-09,66.0,16.7,web,active
c0417,72,west,consumer,2025-09-01,69.7,58.2,app,dormant
c0418,77,west,consumer,2024-01-25,16.9,71.1,web,active
c0419,58,central,consumer,2025-05-01,30.9,77.9,app,active
c0420,30,north,enterprise,2025-01-30,63.0,79.9,app,active
c0421,34,central,consumer,2025-03-16,59.0,51.4,app,active
c0422,71,riverside,consumer,2025-05-23,77.3,70.9,web,active
c0423,25,riverside,consumer,2024-11-06,64.6,29.3,app,active
c0424,66,riverside,sme,2024-06-03,40.7,61.6,partner api,active
c0425,55,riverside,consumer,2024-12-01,66.3,76.1,app,dormant
c0426,25,riverside,sme,2025-01-05,49.0,47.1,app,dormant
c0427,66,north,sme,2025-06-08,57.3,55.6,app,active
c0428,66,riverside,sme,2024-06-12,52.9,60.7,app,active
c0429,31,south,consumer,2024-03-07,66.6,61.3,app,dormant
c0430,29,east,consumer,2025-05-08,38.3,87.0,web,active
c0431,76,west,sme,2024-11-29,43.1,38.1,web,dormant
c0432,36,riverside,sme,2024-04-17,25.4,84.2,web,active
c0433,27,central,enterprise,2025-10-01,95.3,34.9,phone,active
c0434,62,east,consumer,2024-04-08,45.0,46.0,web,active
c0435,27,east,consumer,2025-12-27,47.2,43.9,app,active
c0436,20,riverside,sme,2024-08-27,42.5,57.0,app,active
c0437,51,airport,consumer,2025-04-16,50.7,49.3,app,active
c0438,22,north,consumer,2025-11-21,54.0,67.9,app,active
c0439,20,south,consumer,2025-07-05,70.8,58.9,app,active
c0440,48,east,consumer,2024-05-04,63.8,100.0,app,active
c0441,42,south,consumer,2024-10-13,66.3,66.0,phone,active
c0442,23,west,consumer,2025-01-16,51.5,53.9,app,active
c0444,67,central,consumer,2024-09-10,80.5,70.1,web,active
c0445,26,riverside,sme,2024-08-29,60.6,55.1,app,active
c0446,20,airport,sme,2025-08-15,65.9,37.5,partner api,dormant
c0447,42,north,consumer,2024-03-07,28.5,43.4,app,active
c0448,42,south,consumer,2024-09-08,69.3,62.1,app,active
c0449,67,east,enterprise,2024-08-24,65.1,74.6,app,active
c0451,56,east,consumer,2024-02-07,17.0,57.1,web,active
c0452,70,south,consumer,2025-05-01,61.4,69.4,app,active
c0453,76,east,consumer,2025-04-04,58.9,49.3,phone,dormant
c0454,28,south,consumer,2024-10-27,62.2,63.6,app,active
c0455,43,airport,consumer,2024-02-21,50.8,85.7,phone,active
c0456,25,central,sme,2025-08-20,64.2,79.9,phone,active
c0457,41,east,consumer,2024-03-17,72.0,84.5,app,active
c0458,37,central,enterprise,2024-07-01,61.5,51.7,app,active
c0459,20,west,consumer,2024-09-23,56.1,62.6,app,dormant
c0460,27,west,consumer,2024-04-18,57.3,39.5,web,active
c0461,55,east,consumer,2025-12-27,54.5,76.2,app,active
c0462,61,west,enterprise,2024-08-10,61.4,50.6,partner api,active
c0463,39,riverside,consumer,2024-12-14,49.2,33.6,app,dormant
c0464,71,airport,enterprise,2024-07-27,28.8,49.2,phone,dormant
