order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag
o00066,c0421,passenger,2024-06-21 11:22:00,4,south,east,low,237.58,app,False
o00067,c0339,passenger,2025-02-25 02:12:00,6,west,west,critical,131.1,web,False
o00068,c0084,parcel,2025-10-13 09:08:00,2,riverside,east,medium,40.58,app,False
o00069,c0369,passenger,2024-05-19 21:45:00,12,airport,riverside,medium,103.29,phone,True
o00070,c0125,retail,2025-05-13 21:30:00,4,ctr,airport,low,165.63,app,False
o00071,c0109,medical,2024-08-31 22:15:00,1,north,south,low,157.58,phone,False
o00072,c0060,medical,2024-01-07 16:44:00,2,west,riverside,medium,7.32,app,False
o00073,c0331,passenger,2025-03-31 04:59:00,4,ctr,south,high,30.82,app,False
o00074,c0644,parcel,2025-10-18 11:44:00,6,riverside,riverside,critical,20.6,app,False
o00075,c0026,business,2024-11-02 04:56:00,2,north,east,medium,85.65,web,False
o00076,c0075,retail,2025-12-25 04:37:00,4,ctr,riverside,low,100.62,phone,False
o00077,c0543,medical,2025-07-30 07:21:00,4,riverside,central,low,150.98,app,False
o00078,c0434,parcel,2025-10-06 03:35:00,6,west,riverside,medium,94.04,app,False
o00079,c0353,parcel,2025-03-10 05:43:00,2,west,airport,medium,48.85,app,False
o00080,c0082,parcel,2025-11-13 04:38:00,4,south,south,medium,135.71,app,False
o00081,c0004,passenger,2025-04-17 12:53:00,6,west,airport,low,208.38,app,False
o00082,c0531,retail,2024-07-30 03:44:00,12,central,west,medium,36.55,app,False
o00083,c0215,medical,2024-10-23 00:23:00,2,airport,south,low,127.88,app,False
o00084,c0103,passenger,2025-05-13 06:02:00,4,west,north,high,157.73,phone,True
o00085,c0505,passenger,2024-03-02 08:19:00,4,north,riverside,low,23.13,app,False
o00086,c0255,passenger,2024-07-20 03:44:00,4,central,airport,high,66.09,app,False
o00087,c0476,business,2024-11-12 14:07:00,4,south,north,critical,56.73,phone,False
o00088,c0157,medical,2024-06-14 10:28:00,24,riverside,east,low,101.67,app,False
o00089,c0339,medical,2025-04-24 18:23:00,6,south,north,high,52.58,web,True
o00090,c0490,business,2024-10-23 05:35:00,4,riverside,south,medium,86.48,app,False
o00091,c0564,parcel,2024-03-14 01:00:00,6,west,airport,critical,43.61,web,False
o00092,c0268,retail,2025-04-24 15:05:00,6,south,east,medium,56.53,web,False
o00093,c0083,business,2024-12-05 23:36:00,4,ctr,west,low,184.11,web,False
o00094,c0361,parcel,2024-09-27 03:41:00,6,airport,north,medium,62.08,phone,False
o00095,c0378,medical,2025-05-15 13:31:00,24,south,north,low,103.06,app,False
o00096,c0441,business,2024-07-13 17:20:00,2,north,west,critical,153.48,web,False
o00097,c0303,parcel,2024-01-09 11:58:00,24,airport,airport,medium,72.64,app,True
o00098,c0586,passenger,2024-04-03 20:18:00,1,north,south,medium,79.53,phone,False
o00099,c0079,retail,2025-10-04 19:59:00,12,airport,east,low,75.64,app,False
o00100,c0300,passenger,2025-10-30 22:16:00,6,riverside,north,medium,23.64,web,False
o00101,c0633,parcel,2025-10-30 07:05:00,24,west,west,low,42.02,app,False
o00102,c0253,passenger,2024-05-21 23:01:00,2,central,north,high,146.42,app,False
o00103,c0456,business,2024-01-26 12:53:00,12,south,west,low,77.37,app,False
o00104,c0395,passenger,2024-05-28 09:23:00,4,east,central,medium,34.3,web,False
o00105,c0070,passenger,2024-07-09 20:33:00,4,north,east,high,18.19,web,False
o00106,c0065,business,2025-11-29 05:06:00,6,east,riverside,low,68.37,app,False
o00107,c0205,medical,2024-11-13 23:39:00,2,riverside,ctr,low,182.35,app,False
o00108,c0046,medical,2024-11-30 12:11:00,12,west,east,medium,70.18,app,False
o00109,c0427,medical,2025-10-24 11:20:00,4,west,east,medium,9.68,app,False
o00110,c0446,passenger,2024-08-23 11:08:00,4,central,south,low,72.23,app,False
o00111,c0521,retail,2025-07-18 11:53:00,24,east,central,medium,52.06,web,False
o00112,c0051,passenger,2024-09-16 07:03:00,2,central,west,medium,86.44,app,False
o00113,c0640,business,2024-02-12 03:36:00,2,east,north,high,113.54,app,False
o00114,c0144,business,2025-10-05 22:25:00,12,south,riverside,high,15.52,app,True
o00115,c0157,passenger,2024-02-21 06:31:00,6,east,north,high,256.93,web,False
o00116,c0452,passenger,2025-03-09 15:46:00,4,north,airport,low,56.59,api,False
o00117,c0516,passenger,2024-06-10 09:38:00,12,east,south,medium,87.81,phone,False
o00118,c0087,retail,2025-08-18 20:05:00,6,south,south,medium,74.68,app,False
o00119,c0229,medical,2024-05-25 22:14:00,4,north,north,low,66.42,app,False
o00120,c0182,passenger,2024-06-16 04:28:00,6,airport,north,medium,85.27,phone,True
o00121,c0604,parcel,2025-10-14 12:05:00,6,east,north,medium,75.67,app,True
o00122,c0597,medical,2024-02-10 14:30:00,1,riverside,north,medium,27.55,app,False
o00123,c0649,retail,2024-07-14 06:46:00,2,west,east,high,21.55,app,False
o00124,c0481,passenger,2025-01-16 00:02:00,24,central,airport,low,34.31,web,True
o00125,c0191,retail,2025-09-17 16:27:00,24,west,south,medium,70.05,app,False
o00126,c0146,parcel,2024-05-26 09:04:00,12,airport,south,medium,55.22,web,False
o00127,c0572,parcel,2025-11-08 01:32:00,2,east,north,medium,171.31,app,False
o00128,c0611,medical,2025-12-28 13:56:00,24,airport,airport,medium,136.66,app,False
o00129,c0538,retail,2024-12-12 02:28:00,12,central,north,high,63.08,phone,False
o00130,c0259,passenger,2024-01-10 21:52:00,6,central,airport,medium,77.97,app,False
o00131,c0478,retail,2024-06-29 23:10:00,24,east,west,medium,14.11,app,False
o00132,c0224,passenger,2025-01-22 09:00:00,2,ctr,central,medium,11.07,app,False
o00133,c0365,passenger,2025-03-29 18:43:00,24,airport,north,medium,128.19,api,True
o00134,c0010,parcel,2024-12-22 18:12:00,4,south,west,critical,23.34,app,False
o00135,c0364,passenger,2025-04-25 02:34:00,24,riverside,north,low,118.96,app,False
o00136,c0413,medical,2024-11-27 16:29:00,1,north,south,high,20.82,app,False
o00137,c0295,parcel,2025-03-14 17:58:00,12,east,south,high,81.5,app,False
o00138,c0149,business,2025-10-02 04:25:00,2,south,airport,medium,99.38,phone,False
o00139,c0545,retail,2025-09-15 19:05:00,2,west,airport,high,4.22,web,False
o00140,c0621,passenger,2024-03-02 23:43:00,4,north,north,low,89.5,app,False
o00141,c0605,business,2024-12-05 19:42:00,1,north,south,high,83.09,web,False
o00142,c0628,retail,2024-10-31 18:36:00,12,ctr,airport,high,83.93,api,False
o00143,c0545,passenger,2025-03-07 11:30:00,24,ctr,central,medium,69.38,app,False
o00144,c0063,business,2025-11-03 20:08:00,4,riverside,central,high,288.86,app,False
o00145,c0595,business,2024-11-02 10:33:00,12,north,riverside,medium,35.95,app,False
o00146,c0168,passenger,2025-10-10 00:54:00,12,east,south,medium,14.05,web,False
o00147,c0096,retail,2024-07-12 07:43:00,6,north,west,critical,32.27,app,False
o00148,c0401,medical,2025-04-03 22:05:00,2,east,east,high,86.3,phone,False
o00149,c0289,business,2024-05-30 21:37:00,4,west,north,high,31.06,app,False
o00150,c0246,business,2025-01-15 17:37:00,6,west,riverside,medium,136.44,web,False
o00151,c0446,retail,2025-03-02 11:33:00,4,west,east,medium,179.57,web,False
o00152,c0239,retail,2024-09-03 18:28:00,24,east,north,medium,139.65,web,False
o00153,c0378,parcel,2025-02-09 08:07:00,24,north,airport,low,33.01,web,False
o00154,c0535,business,2024-08-20 05:56:00,12,north,airport,low,105.88,web,True
o00155,c0039,retail,2024-07-26 17:47:00,24,south,central,low,155.77,phone,False
o00156,c0035,parcel,2024-04-24 07:55:00,6,west,north,medium,68.58,web,True
o00157,c0513,business,2024-09-16 20:06:00,2,airport,north,low,60.52,api,False
o00158,c0620,business,2024-07-11 16:42:00,24,central,west,high,67.81,phone,False
o00159,c0505,parcel,2024-09-14 22:31:00,12,north,south,low,105.17,api,False
o00160,c0478,parcel,2024-08-20 17:29:00,6,central,east,high,68.1,web,False
o00161,c0025,parcel,2024-08-19 17:36:00,12,south,airport,high,123.09,phone,False
o00162,c0476,business,2025-12-14 03:47:00,12,south,ctr,medium,139.13,app,False
o00163,c0583,parcel,2025-06-09 18:36:00,4,central,north,low,67.97,phone,True
o00164,c0622,parcel,2024-03-23 13:43:00,24,south,ctr,low,211.8,app,False
o00165,c0275,retail,2024-03-16 14:08:00,24,north,central,low,122.59,app,False
o00166,c0517,passenger,2025-05-30 17:32:00,4,east,south,medium,76.66,app,False
o00167,c0325,medical,2024-04-27 20:46:00,24,east,east,medium,24.78,api,False
o00168,c0464,parcel,2025-06-11 03:29:00,6,central,riverside,high,115.35,web,False
o00169,c0399,retail,2025-12-03 12:34:00,4,east,north,medium,84.09,app,True
o00170,c0005,business,2024-06-24 06:36:00,4,airport,airport,high,58.3,app,True
o00171,c0447,parcel,2025-05-01 02:08:00,1,airport,airport,critical,63.41,app,False
o00172,c0343,passenger,2025-01-17 19:03:00,4,east,west,high,108.19,app,False
o00173,c0371,passenger,2025-02-18 07:03:00,2,ctr,central,critical,249.32,app,True
o00174,c0537,passenger,2025-01-16 01:00:00,4,central,north,low,19.65,web,False
o00175,c0562,business,2025-12-19 19:13:00,4,riverside,west,high,150.9,app,False
o00176,c0479,retail,2025-04-15 09:07:00,4,central,ctr,medium,14.76,phone,False
o00177,c0477,passenger,2025-12-25 04:27:00,6,north,west,low,109.36,web,False
o00178,c0287,medical,2024-03-30 19:55:00,4,east,south,low,55.9,app,False
o00179,c0343,parcel,2024-07-25 18:07:00,12,central,riverside,medium,52.96,web,True
o00180,c0615,parcel,2024-12-29 05:23:00,24,central,north,low,54.32,phone,False
o00181,c0252,retail,2024-12-15 23:43:00,2,airport,airport,critical,108.19,api,True
o00182,c0258,passenger,2024-01-12 08:07:00,2,west,west,medium,109.03,web,False
o00183,c0102,business,2024-09-02 11:32:00,4,south,riverside,critical,11.5,app,False
o00184,c0394,parcel,2025-06-21 11:46:00,2,central,riverside,medium,51.44,api,False
o00185,c0482,retail,2025-05-15 01:52:00,24,east,central,low,62.26,web,False
o00186,c0007,parcel,2025-09-10 11:06:00,1,east,west,low,7.45,api,False
o00187,c0070,medical,2024-12-30 17:20:00,12,south,east,medium,49.72,app,False
o00188,c0558,passenger,2025-09-09 03:02:00,4,riverside,ctr,medium,138.45,app,True
o00189,c0388,parcel,2025-11-22 07:16:00,4,north,north,low,14.46,app,False
o00190,c0622,parcel,2024-12-28 06:44:00,1,south,north,medium,31.72,phone,False
o00191,c0641,parcel,2025-04-02 00:53:00,12,central,north,medium,151.09,phone,True
o00192,c0404,retail,2025-08-18 14:07:00,24,ctr,north,high,83.79,app,True
o00193,c0114,business,2024-01-22 15:07:00,4,east,ctr,medium,202.67,app,True
o00194,c0191,passenger,2024-03-16 08:11:00,1,central,riverside,low,92.07,web,True
o00195,c0404,retail,2024-06-02 17:59:00,12,ctr,east,medium,18.03,app,True
o00196,c0314,retail,2024-10-23 21:42:00,6,ctr,central,high,151.74,app,False
o00197,c0420,retail,2025-01-24 04:37:00,2,north,east,medium,175.96,phone,False
o00198,c0487,parcel,2024-09-13 17:44:00,2,west,central,low,21.51,web,False
o00201,c0486,passenger,2025-05-13 16:30:00,4,north,south,medium,118.29,web,False
o00202,c0449,passenger,2024-02-02 01:04:00,1,south,west,low,20.68,web,False
o00203,c0336,business,2024-07-05 19:52:00,6,central,airport,high,84.76,web,False
o00204,c0355,passenger,2025-10-22 21:38:00,12,airport,west,high,61.59,app,False
o00205,c0246,parcel,2025-02-05 15:10:00,6,north,south,medium,63.36,app,True
o00206,c0255,parcel,2025-12-10 14:25:00,4,south,east,low,20.86,app,True
o00207,c0023,business,2024-08-22 19:33:00,6,ctr,riverside,medium,80.33,app,False
o00208,c0359,passenger,2024-03-18 11:21:00,2,west,riverside,high,90.19,phone,True
o00209,c0201,retail,2025-06-24 06:19:00,4,airport,riverside,critical,178.55,app,True
o00210,c0347,parcel,2024-05-14 18:39:00,4,east,west,high,106.23,phone,False
o00211,c0488,business,2024-02-14 06:10:00,6,airport,east,medium,43.29,app,True
o00212,c0121,parcel,2025-01-04 23:29:00,4,east,ctr,high,128.36,api,False
o00213,c0512,parcel,2024-12-05 18:29:00,12,west,riverside,low,161.85,phone,True
o00214,c0088,business,2025-02-01 11:20:00,2,east,east,high,102.83,app,False
o00215,c0341,business,2024-01-07 10:37:00,1,west,west,medium,84.03,phone,True
o00217,c0331,retail,2024-01-22 07:29:00,24,airport,airport,medium,40.42,phone,True
o00218,c0154,passenger,2025-09-15 01:40:00,2,north,west,critical,77.97,app,False
o00219,c0421,passenger,2024-05-29 23:42:00,2,east,south,medium,62.84,app,False
o00220,c0428,medical,2024-05-27 08:24:00,6,central,west,low,136.63,phone,False
o00221,c0298,parcel,2024-10-06 02:32:00,12,south,airport,medium,16.07,phone,False
o00222,c0266,parcel,2024-09-25 11:36:00,4,riverside,west,high,27.35,phone,False
o00223,c0172,retail,2025-08-10 16:37:00,4,ctr,airport,high,178.85,web,False
o00224,c0045,parcel,2024-05-22 22:02:00,24,north,central,high,46.15,app,True
o00226,c0292,parcel,2024-07-23 13:40:00,24,east,north,medium,63.79,app,False
o00227,c0174,business,2025-08-08 20:06:00,4,airport,north,medium,21.79,app,False
o00228,c0242,parcel,2025-01-06 09:50:00,6,east,airport,high,87.21,web,False
o00229,c0335,passenger,2024-08-31 04:43:00,6,central,riverside,medium,33.48,app,False
o00230,c0533,passenger,2024-03-14 09:48:00,1,central,north,low,25.84,app,True
o00232,c0533,retail,2025-06-05 20:15:00,6,riverside,central,medium,122.94,api,True
o00233,c0252,parcel,2024-12-24 17:45:00,1,riverside,south,high,100.64,phone,True
o00234,c0145,parcel,2025-02-19 10:03:00,6,south,riverside,low,42.01,web,False
o00235,c0502,retail,2025-12-22 10:42:00,2,ctr,central,medium,27.53,phone,False
o00236,c0429,business,2024-11-26 15:32:00,2,east,south,medium,118.24,app,False
o00237,c0431,parcel,2025-01-11 07:51:00,24,riverside,south,low,19.51,web,False
o00238,c0141,parcel,2024-08-28 11:09:00,4,south,west,critical,192.22,phone,True
o00239,c0399,parcel,2024-05-18 06:00:00,4,ctr,central,low,31.43,app,False
o00240,c0289,passenger,2025-11-18 14:25:00,2,east,airport,low,71.85,app,False
o00241,c0117,parcel,2025-04-01 12:36:00,2,west,north,low,99.3,app,True
o00242,c0587,retail,2024-11-05 05:37:00,1,ctr,west,high,42.77,app,False
o00243,c0153,passenger,2024-03-08 04:19:00,6,south,west,low,64.73,phone,False
o00244,c0519,passenger,2024-11-11 08:46:00,1,north,riverside,medium,225.95,api,False
o00245,c0096,parcel,2025-08-08 17:42:00,4,south,south,low,21.06,app,True
o00246,c0023,parcel,2024-12-14 02:58:00,4,east,riverside,medium,68.11,web,False
o00247,c0613,parcel,2024-07-13 18:59:00,4,east,south,high,124.3,app,False
o00248,c0153,passenger,2024-03-22 18:11:00,4,south,airport,medium,16.18,phone,False
o00249,c0566,business,2024-11-07 18:22:00,2,central,west,critical,218.68,app,False
o00250,c0300,passenger,2025-04-24 11:49:00,24,central,north,medium,9.42,app,False
o00251,c0581,parcel,2025-12-07 13:46:00,1,riverside,south,medium,42.45,app,False
o00252,c0232,parcel,2024-03-10 15:20:00,1,east,north,low,66.88,phone,False
o00253,c0543,retail,2024-06-28 08:57:00,4,ctr,west,high,144.86,web,False
o00254,c0097,parcel,2024-09-20 17:01:00,4,north,west,medium,115.81,app,False
o00255,c0225,retail,2024-06-17 20:17:00,12,south,central,critical,139.77,phone,False
o00256,c0564,retail,2024-08-30 22:01:00,6,north,north,high,131.08,app,False
o00257,c0128,passenger,2024-08-11 01:25:00,6,south,north,critical,87.95,phone,True
o00258,c0107,business,2025-04-03 06:57:00,4,central,west,low,98.81,app,False
o00259,c0122,retail,2025-09-09 09:55:00,24,south,east,high,172.55,app,True
o00260,c0597,parcel,2025-05-28 20:06:00,6,central,riverside,low,198.61,app,True
o00261,c0003,passenger,2024-07-20 07:46:00,12,west,east,low,165.8,app,False
o00262,c0265,passenger,2024-02-28 04:38:00,6,central,central,high,151.47,phone,True
o00263,c0031,parcel,2024-02-19 02:04:00,2,west,central,low,63.35,app,False
o00264,c0633,business,2025-08-12 10:46:00,6,east,airport,medium,113.96,app,True
o00265,c0244,parcel,2024-05-19 00:12:00,4,riverside,south,medium,20.51,app,False
o00266,c0345,business,2024-10-04 17:41:00,2,ctr,north,high,41.27,app,True
o00267,c0256,parcel,2024-01-16 20:20:00,6,airport,north,low,98.71,app,False
o00268,c0475,medical,2024-01-29 06:20:00,4,west,west,medium,71.4,app,True
o00269,c0175,passenger,2024-11-30 23:01:00,6,north,riverside,medium,19.29,app,False
o00270,c0561,business,2025-10-26 15:25:00,4,west,central,medium,140.61,app,True
o00271,c0381,passenger,2025-09-16 21:51:00,4,west,ctr,critical,192.54,app,False
o00272,c0647,retail,2024-12-11 05:03:00,24,riverside,central,medium,55.63,app,False
o00273,c0642,retail,2025-02-28 01:05:00,24,central,west,medium,16.14,app,False
o00274,c0086,passenger,2025-10-03 19:21:00,24,north,west,high,90.93,app,True
o00275,c0473,business,2025-05-21 19:25:00,6,south,east,medium,142.68,app,False
o00276,c0442,parcel,2024-09-20 14:55:00,6,central,east,medium,61.64,app,False
o00277,c0329,passenger,2024-01-14 00:59:00,6,west,central,medium,107.13,phone,False
o00278,c0183,passenger,2024-11-20 18:41:00,12,ctr,north,high,32.25,phone,False
o00279,c0246,business,2024-11-16 01:26:00,12,west,riverside,medium,61.44,app,False
o00280,c0206,passenger,2025-09-20 22:46:00,12,east,airport,critical,151.49,app,True
o00281,c0437,passenger,2024-12-03 05:05:00,4,airport,north,low,47.49,web,False
o00282,c0630,parcel,2024-01-20 04:13:00,6,south,west,medium,207.38,web,False
o00283,c0430,business,2024-05-26 16:49:00,6,north,west,medium,177.07,app,False
o00284,c0363,passenger,2024-04-02 11:52:00,24,north,airport,high,116.68,phone,False
o00285,c0180,business,2025-01-05 13:22:00,4,north,north,high,106.65,app,False
o00286,c0402,business,2025-07-05 21:37:00,6,west,east,low,84.75,app,False
o00287,c0201,retail,2025-07-22 04:42:00,1,west,airport,low,68.14,phone,False
o00288,c0542,medical,2025-09-08 18:21:00,4,south,central,low,56.47,app,False
o00289,c0574,parcel,2024-08-23 23:39:00,24,north,east,high,20.53,app,False
o00290,c0028,medical,2024-09-21 22:30:00,2,central,west,high,54.76,app,False
o00291,c0198,business,2024-02-02 20:19:00,4,airport,south,low,116.22,web,False
o00292,c0060,parcel,2025-10-29 17:45:00,12,ctr,west,medium,59.59,app,False
o00293,c0165,parcel,2025-04-09 17:17:00,6,ctr,east,critical,67.89,app,False
o00294,c0486,parcel,2025-01-05 16:33:00,1,airport,airport,low,82.04,app,False
o00295,c0123,passenger,2024-10-07 04:16:00,2,east,north,medium,45.46,app,False
o00296,c0400,retail,2024-01-10 17:30:00,6,south,north,medium,10.85,app,False
o00297,c0560,passenger,2024-04-12 20:51:00,6,airport,riverside,low,151.53,web,False
o00298,c0184,parcel,2025-01-06 04:40:00,4,west,north,low,28.65,web,False
o00299,c0566,retail,2024-08-21 12:48:00,6,south,ctr,low,172.53,api,False
o00300,c0512,retail,2024-04-02 00:39:00,4,riverside,south,low,33.34,app,True
o00301,c0181,business,2024-05-17 03:03:00,6,east,riverside,medium,63.32,app,False
o00302,c0558,retail,2025-07-10 16:13:00,24,riverside,central,high,228.25,web,False
o00303,c0514,retail,2025-07-22 05:16:00,4,central,south,medium,48.67,web,False
o00304,c0253,passenger,2025-09-12 11:47:00,12,east,riverside,high,134.68,app,False
o00305,c0322,parcel,2024-06-01 05:55:00,24,riverside,airport,low,46.14,phone,False
o00306,c0613,passenger,2024-06-14 16:01:00,4,north,north,low,42.22,phone,False
o00307,c0343,parcel,2024-12-25 22:15:00,4,east,riverside,low,73.14,app,False
o00308,c0458,passenger,2025-03-28 15:13:00,12,airport,west,medium,100.44,api,False
o00309,c0073,parcel,2025-10-13 11:57:00,1,south,airport,medium,175.54,phone,False
o00310,c0094,retail,2025-02-02 14:13:00,24,central,west,high,28.08,app,False
o00311,c0215,medical,2024-11-27 00:06:00,12,central,south,high,167.59,phone,False
o00312,c0164,passenger,2025-11-06 23:00:00,6,east,east,medium,124.24,app,False
o00313,c0616,medical,2024-03-08 20:58:00,24,south,north,low,11.11,app,False
o00314,c0626,medical,2025-02-15 21:55:00,6,east,east,high,39.37,web,False
o00315,c0494,parcel,2024-12-25 01:14:00,4,north,south,low,159.29,app,False
o00316,c0094,medical,2025-07-31 12:26:00,6,west,west,low,53.63,app,False
o00317,c0094,passenger,2025-01-19 21:40:00,6,riverside,west,high,236.09,app,True
o00318,c0009,retail,2024-08-17 00:16:00,6,riverside,south,low,84.27,web,True
o00319,c0335,business,2024-01-22 08:45:00,24,ctr,airport,low,124.48,app,False
o00320,c0519,parcel,2025-03-20 07:14:00,1,central,west,high,97.13,phone,False
o00321,c0016,medical,2024-12-28 06:20:00,4,central,west,medium,97.42,web,False
o00322,c0495,business,2025-03-11 20:17:00,4,ctr,south,high,61.55,app,False
o00323,c0487,retail,2024-11-01 15:13:00,4,south,north,low,22.09,phone,False
o00324,c0019,passenger,2025-08-06 05:30:00,1,south,riverside,high,131.3,app,True
o00325,c0259,passenger,2024-09-30 04:52:00,2,north,south,medium,70.71,web,False
o00326,c0178,passenger,2024-11-03 09:05:00,12,west,west,medium,242.48,web,False
o00327,c0435,retail,2024-12-05 00:31:00,4,north,north,low,90.61,api,False
o00328,c0491,business,2024-09-12 05:20:00,2,east,south,medium,37.78,app,False
o00329,c0278,parcel,2025-11-30 19:38:00,6,central,south,medium,7.02,web,True
o00330,c0172,medical,2025-04-08 06:37:00,1,west,riverside,medium,49.61,web,False
o00331,c0399,parcel,2024-02-23 06:54:00,6,riverside,east,medium,36.77,app,False
o00332,c0110,business,2025-01-04 01:49:00,12,north,riverside,medium,93.33,phone,False
o00333,c0123,medical,2025-03-25 05:27:00,6,east,central,medium,71.97,app,False
o00334,c0500,parcel,2024-05-23 09:43:00,4,riverside,south,high,62.54,api,False
o00335,c0482,passenger,2024-01-26 03:09:00,24,north,airport,high,227.61,api,True
o00336,c0115,retail,2024-01-10 04:58:00,6,west,ctr,critical,108.38,app,False
